ma_nganh,ten_nganh,ma_to_hop,nam,diem_thi_sinh,diem_cong_kv,khu_vuc,diem_chuan_2023,diem_chuan_2024,diem_chuan_2025,ket_qua,trung_binh_3nam,xu_huong_24_25,chenh_lech
7140204,Giáo dục công dân,C00,2024,26.81,0.0,KV3,26.29,27.37,23.49,0,25.716666666666665,-3.8800000000000026,1.0933333333333335
7140204,Giáo dục công dân,C00,2025,24.94,0.5,KV2,26.29,27.37,23.49,1,25.716666666666665,-3.8800000000000026,-0.7766666666666637
7140204,Giáo dục công dân,D01,2023,28.09,0.0,KV3,26.72,27.64,25.57,1,26.64333333333333,-2.0700000000000003,1.4466666666666654
7140204,Giáo dục công dân,D01,2023,26.86,0.0,KV3,26.72,27.64,25.57,1,26.64333333333333,-2.0700000000000003,0.216666666666665
7140204,Giáo dục công dân,D01,2025,25.83,0.75,KV1,26.72,27.64,25.57,1,26.64333333333333,-2.0700000000000003,-0.8133333333333361
7140204,Giáo dục công dân,D01,2023,25.32,0.25,KV2NT,26.72,27.64,25.57,0,26.64333333333333,-2.0700000000000003,-1.323333333333334
7140204,Giáo dục công dân,D01,2025,24.03,0.5,KV2,26.72,27.64,25.57,0,26.64333333333333,-2.0700000000000003,-2.6133333333333333
7140204,Giáo dục công dân,D01,2024,29.68,0.25,KV2NT,26.72,27.64,25.57,1,26.64333333333333,-2.0700000000000003,3.0366666666666653
7140204,Giáo dục công dân,D01,2023,24.29,0.75,KV1,26.72,27.64,25.57,0,26.64333333333333,-2.0700000000000003,-2.3533333333333357
7140204,Giáo dục công dân,D01,2024,26.95,0.75,KV1,26.72,27.64,25.57,0,26.64333333333333,-2.0700000000000003,0.3066666666666648
7140204,Giáo dục công dân,D01,2025,22.7,0.25,KV2NT,26.72,27.64,25.57,0,26.64333333333333,-2.0700000000000003,-3.943333333333335
7140204,Giáo dục công dân,D01,2024,23.17,0.5,KV2,26.72,27.64,25.57,0,26.64333333333333,-2.0700000000000003,-3.4733333333333327
7140205,Giáo dục chính trị,C00,2023,26.46,0.75,KV1,25.75,26.9,27.26,1,26.636666666666667,0.360000000000003,-0.1766666666666658
7140205,Giáo dục chính trị,C00,2023,24.26,0.25,KV2NT,25.75,26.9,27.26,0,26.636666666666667,0.360000000000003,-2.376666666666665
7140205,Giáo dục chính trị,C00,2023,22.98,0.25,KV2NT,25.75,26.9,27.26,0,26.636666666666667,0.360000000000003,-3.6566666666666654
7140205,Giáo dục chính trị,C00,2023,24.71,0.5,KV2,25.75,26.9,27.26,0,26.636666666666667,0.360000000000003,-1.9266666666666656
7140205,Giáo dục chính trị,C00,2023,23.9,0.5,KV2,25.75,26.9,27.26,0,26.636666666666667,0.360000000000003,-2.736666666666668
7140205,Giáo dục chính trị,C00,2024,27.34,0.25,KV2NT,25.75,26.9,27.26,1,26.636666666666667,0.360000000000003,0.7033333333333331
7140205,Giáo dục chính trị,C00,2025,30.0,0.0,KV3,25.75,26.9,27.26,1,26.636666666666667,0.360000000000003,3.3633333333333333
7140205,Giáo dục chính trị,C00,2023,23.85,0.0,KV3,25.75,26.9,27.26,0,26.636666666666667,0.360000000000003,-2.7866666666666653
7140205,Giáo dục chính trị,C00,2023,26.49,0.75,KV1,25.75,26.9,27.26,1,26.636666666666667,0.360000000000003,-0.1466666666666682
7140205,Giáo dục chính trị,C00,2024,30.0,0.25,KV2NT,25.75,26.9,27.26,1,26.636666666666667,0.360000000000003,3.3633333333333333
7140205,Giáo dục chính trị,D01,2024,26.86,0.5,KV2,25.16,26.39,26.83,1,26.126666666666665,0.4399999999999977,0.7333333333333343
7140205,Giáo dục chính trị,D01,2025,24.03,0.5,KV2,25.16,26.39,26.83,0,26.126666666666665,0.4399999999999977,-2.096666666666664
7140205,Giáo dục chính trị,D01,2024,25.69,0.75,KV1,25.16,26.39,26.83,0,26.126666666666665,0.4399999999999977,-0.4366666666666638
7140205,Giáo dục chính trị,D01,2023,24.87,0.25,KV2NT,25.16,26.39,26.83,0,26.126666666666665,0.4399999999999977,-1.2566666666666642
7140205,Giáo dục chính trị,D01,2024,27.41,0.0,KV3,25.16,26.39,26.83,1,26.126666666666665,0.4399999999999977,1.283333333333335
7140205,Giáo dục chính trị,D01,2024,24.96,0.5,KV2,25.16,26.39,26.83,0,26.126666666666665,0.4399999999999977,-1.1666666666666643
7140205,Giáo dục chính trị,D01,2025,27.03,0.5,KV2,25.16,26.39,26.83,1,26.126666666666665,0.4399999999999977,0.903333333333336
7140205,Giáo dục chính trị,D01,2024,24.97,0.25,KV2NT,25.16,26.39,26.83,0,26.126666666666665,0.4399999999999977,-1.1566666666666665
7140205,Giáo dục chính trị,D01,2023,27.63,0.0,KV3,25.16,26.39,26.83,1,26.126666666666665,0.4399999999999977,1.503333333333334
7140205,Giáo dục chính trị,D01,2025,24.88,0.25,KV2NT,25.16,26.39,26.83,0,26.126666666666665,0.4399999999999977,-1.246666666666666
7140206,Giáo dục thể chất,C00,2024,30.0,0.75,KV1,23.0,25.25,25.57,1,24.606666666666666,0.3200000000000003,5.393333333333334
7140206,Giáo dục thể chất,C00,2025,27.4,0.75,KV1,23.0,25.25,25.57,1,24.606666666666666,0.3200000000000003,2.793333333333333
7140206,Giáo dục thể chất,C00,2023,26.95,0.25,KV2NT,23.0,25.25,25.57,1,24.606666666666666,0.3200000000000003,2.3433333333333337
7140206,Giáo dục thể chất,C00,2025,30.0,0.5,KV2,23.0,25.25,25.57,1,24.606666666666666,0.3200000000000003,5.393333333333334
7140206,Giáo dục thể chất,C00,2023,23.06,0.5,KV2,23.0,25.25,25.57,1,24.606666666666666,0.3200000000000003,-1.5466666666666669
7140206,Giáo dục thể chất,C00,2025,23.83,0.75,KV1,23.0,25.25,25.57,0,24.606666666666666,0.3200000000000003,-0.7766666666666673
7140206,Giáo dục thể chất,C00,2025,24.95,0.75,KV1,23.0,25.25,25.57,0,24.606666666666666,0.3200000000000003,0.3433333333333337
7140206,Giáo dục thể chất,C00,2025,24.13,0.0,KV3,23.0,25.25,25.57,0,24.606666666666666,0.3200000000000003,-0.4766666666666665
7140206,Giáo dục thể chất,C00,2024,25.53,0.5,KV2,23.0,25.25,25.57,1,24.606666666666666,0.3200000000000003,0.9233333333333356
7140206,Giáo dục thể chất,C00,2023,23.94,0.75,KV1,23.0,25.25,25.57,1,24.606666666666666,0.3200000000000003,-0.6666666666666643
7140206,Giáo dục thể chất,D01,2025,25.81,0.75,KV1,21.0,25.35,25.57,1,23.973333333333333,0.2199999999999988,1.836666666666666
7140206,Giáo dục thể chất,D01,2024,25.56,0.25,KV2NT,21.0,25.35,25.57,1,23.973333333333333,0.2199999999999988,1.586666666666666
7140206,Giáo dục thể chất,D01,2023,21.75,0.5,KV2,21.0,25.35,25.57,1,23.973333333333333,0.2199999999999988,-2.2233333333333327
7140206,Giáo dục thể chất,D01,2025,21.41,0.0,KV3,21.0,25.35,25.57,0,23.973333333333333,0.2199999999999988,-2.563333333333333
7140206,Giáo dục thể chất,D01,2024,25.4,0.5,KV2,21.0,25.35,25.57,1,23.973333333333333,0.2199999999999988,1.426666666666666
7140206,Giáo dục thể chất,D01,2023,22.11,0.5,KV2,21.0,25.35,25.57,1,23.973333333333333,0.2199999999999988,-1.8633333333333333
7140206,Giáo dục thể chất,D01,2025,25.24,0.5,KV2,21.0,25.35,25.57,0,23.973333333333333,0.2199999999999988,1.2666666666666655
7140206,Giáo dục thể chất,D01,2024,24.24,0.25,KV2NT,21.0,25.35,25.57,0,23.973333333333333,0.2199999999999988,0.2666666666666657
7140206,Giáo dục thể chất,D01,2023,20.38,0.0,KV3,21.0,25.35,25.57,0,23.973333333333333,0.2199999999999988,-3.5933333333333337
7140206,Giáo dục thể chất,D01,2023,20.63,0.0,KV3,21.0,25.35,25.57,0,23.973333333333333,0.2199999999999988,-3.3433333333333337
7140208,Giáo dục quốc phòng,C00,2025,28.8,0.5,KV2,24.51,28.88,29.1,0,27.49666666666667,0.2200000000000024,1.303333333333331
7140208,Giáo dục quốc phòng,C00,2023,24.52,0.0,KV3,24.51,28.88,29.1,1,27.49666666666667,0.2200000000000024,-2.97666666666667
7140208,Giáo dục quốc phòng,C00,2024,30.0,0.25,KV2NT,24.51,28.88,29.1,1,27.49666666666667,0.2200000000000024,2.5033333333333303
7140208,Giáo dục quốc phòng,C00,2023,21.16,0.5,KV2,24.51,28.88,29.1,0,27.49666666666667,0.2200000000000024,-6.33666666666667
7140208,Giáo dục quốc phòng,C00,2024,28.71,0.75,KV1,24.51,28.88,29.1,0,27.49666666666667,0.2200000000000024,1.2133333333333312
7140208,Giáo dục quốc phòng,C00,2023,19.89,0.75,KV1,24.51,28.88,29.1,0,27.49666666666667,0.2200000000000024,-7.606666666666669
7140208,Giáo dục quốc phòng,C00,2023,21.98,0.25,KV2NT,24.51,28.88,29.1,0,27.49666666666667,0.2200000000000024,-5.516666666666669
7140208,Giáo dục quốc phòng,C00,2024,30.0,0.25,KV2NT,24.51,28.88,29.1,1,27.49666666666667,0.2200000000000024,2.5033333333333303
7140208,Giáo dục quốc phòng,C00,2024,30.0,0.0,KV3,24.51,28.88,29.1,1,27.49666666666667,0.2200000000000024,2.5033333333333303
7140208,Giáo dục quốc phòng,C00,2023,25.21,0.25,KV2NT,24.51,28.88,29.1,1,27.49666666666667,0.2200000000000024,-2.286666666666669
7140208,Giáo dục quốc phòng,D01,2025,25.08,0.25,KV2NT,25.44,27.06,27.16,0,26.55333333333333,0.1000000000000014,-1.4733333333333327
7140208,Giáo dục quốc phòng,D01,2025,30.0,0.25,KV2NT,25.44,27.06,27.16,1,26.55333333333333,0.1000000000000014,3.446666666666669
7140208,Giáo dục quốc phòng,D01,2025,24.4,0.0,KV3,25.44,27.06,27.16,0,26.55333333333333,0.1000000000000014,-2.1533333333333324
7140208,Giáo dục quốc phòng,D01,2025,24.85,0.0,KV3,25.44,27.06,27.16,0,26.55333333333333,0.1000000000000014,-1.7033333333333296
7140208,Giáo dục quốc phòng,D01,2023,25.56,0.25,KV2NT,25.44,27.06,27.16,1,26.55333333333333,0.1000000000000014,-0.9933333333333324
7140208,Giáo dục quốc phòng,D01,2023,26.47,0.5,KV2,25.44,27.06,27.16,1,26.55333333333333,0.1000000000000014,-0.0833333333333321
7140208,Giáo dục quốc phòng,D01,2024,27.88,0.75,KV1,25.44,27.06,27.16,1,26.55333333333333,0.1000000000000014,1.326666666666668
7140208,Giáo dục quốc phòng,D01,2024,30.0,0.0,KV3,25.44,27.06,27.16,1,26.55333333333333,0.1000000000000014,3.446666666666669
7140208,Giáo dục quốc phòng,D01,2024,29.06,0.5,KV2,25.44,27.06,27.16,1,26.55333333333333,0.1000000000000014,2.506666666666668
7140208,Giáo dục quốc phòng,D01,2023,23.65,0.5,KV2,25.44,27.06,27.16,0,26.55333333333333,0.1000000000000014,-2.9033333333333324
7140209,Sư phạm toán học,A00,2024,27.04,0.0,KV3,24.51,26.15,22.41,1,24.356666666666666,-3.7399999999999984,2.6833333333333336
7140209,Sư phạm toán học,A00,2025,20.3,0.5,KV2,24.51,26.15,22.41,0,24.356666666666666,-3.7399999999999984,-4.056666666666665
7140209,Sư phạm toán học,A00,2025,22.25,0.25,KV2NT,24.51,26.15,22.41,0,24.356666666666666,-3.7399999999999984,-2.1066666666666656
7140209,Sư phạm toán học,A00,2025,22.41,0.0,KV3,24.51,26.15,22.41,1,24.356666666666666,-3.7399999999999984,-1.9466666666666652
7140209,Sư phạm toán học,A00,2023,24.32,0.75,KV1,24.51,26.15,22.41,0,24.356666666666666,-3.7399999999999984,-0.0366666666666652
7140209,Sư phạm toán học,A00,2024,28.83,0.0,KV3,24.51,26.15,22.41,1,24.356666666666666,-3.7399999999999984,4.473333333333333
7140209,Sư phạm toán học,A00,2023,26.07,0.25,KV2NT,24.51,26.15,22.41,1,24.356666666666666,-3.7399999999999984,1.7133333333333347
7140209,Sư phạm toán học,A00,2025,24.7,0.75,KV1,24.51,26.15,22.41,1,24.356666666666666,-3.7399999999999984,0.3433333333333337
7140209,Sư phạm toán học,A00,2025,20.66,0.25,KV2NT,24.51,26.15,22.41,0,24.356666666666666,-3.7399999999999984,-3.6966666666666654
7140209,Sư phạm toán học,A00,2023,27.41,0.75,KV1,24.51,26.15,22.41,1,24.356666666666666,-3.7399999999999984,3.0533333333333346
7140209,Sư phạm toán học,A01,2023,24.76,0.75,KV1,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,-0.0433333333333294
7140209,Sư phạm toán học,A01,2023,23.28,0.75,KV1,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,-1.52333333333333
7140209,Sư phạm toán học,A01,2023,24.02,0.75,KV1,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,-0.7833333333333314
7140209,Sư phạm toán học,A01,2025,23.4,0.5,KV2,25.42,26.11,22.88,1,24.80333333333333,-3.2300000000000004,-1.4033333333333324
7140209,Sư phạm toán học,A01,2023,24.53,0.25,KV2NT,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,-0.2733333333333299
7140209,Sư phạm toán học,A01,2025,22.35,0.75,KV1,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,-2.4533333333333296
7140209,Sư phạm toán học,A01,2023,23.57,0.75,KV1,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,-1.2333333333333307
7140209,Sư phạm toán học,A01,2024,25.04,0.75,KV1,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,0.2366666666666681
7140209,Sư phạm toán học,A01,2023,23.22,0.75,KV1,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,-1.583333333333332
7140209,Sư phạm toán học,A01,2025,18.89,0.75,KV1,25.42,26.11,22.88,0,24.80333333333333,-3.2300000000000004,-5.91333333333333
7140209,Sư phạm toán học,B00,2025,21.5,0.25,KV2NT,25.0,26.04,23.37,0,24.80333333333333,-2.669999999999998,-3.303333333333331
7140209,Sư phạm toán học,B00,2023,26.87,0.25,KV2NT,25.0,26.04,23.37,1,24.80333333333333,-2.669999999999998,2.06666666666667
7140209,Sư phạm toán học,B00,2025,24.81,0.75,KV1,25.0,26.04,23.37,1,24.80333333333333,-2.669999999999998,0.0066666666666677
7140209,Sư phạm toán học,B00,2024,21.04,0.25,KV2NT,25.0,26.04,23.37,0,24.80333333333333,-2.669999999999998,-3.763333333333332
7140209,Sư phạm toán học,B00,2024,26.74,0.25,KV2NT,25.0,26.04,23.37,1,24.80333333333333,-2.669999999999998,1.9366666666666676
7140209,Sư phạm toán học,B00,2025,21.48,0.75,KV1,25.0,26.04,23.37,0,24.80333333333333,-2.669999999999998,-3.3233333333333306
7140209,Sư phạm toán học,B00,2023,25.93,0.75,KV1,25.0,26.04,23.37,1,24.80333333333333,-2.669999999999998,1.1266666666666687
7140209,Sư phạm toán học,B00,2024,29.69,0.25,KV2NT,25.0,26.04,23.37,1,24.80333333333333,-2.669999999999998,4.88666666666667
7140209,Sư phạm toán học,B00,2025,24.3,0.75,KV1,25.0,26.04,23.37,1,24.80333333333333,-2.669999999999998,-0.5033333333333303
7140209,Sư phạm toán học,B00,2024,23.51,0.5,KV2,25.0,26.04,23.37,0,24.80333333333333,-2.669999999999998,-1.2933333333333294
7140209,Sư phạm toán học,D01,2023,25.27,0.25,KV2NT,25.54,25.85,23.65,0,25.01333333333333,-2.200000000000003,0.2566666666666677
7140209,Sư phạm toán học,D01,2024,27.72,0.5,KV2,25.54,25.85,23.65,1,25.01333333333333,-2.200000000000003,2.706666666666667
7140209,Sư phạm toán học,D01,2024,24.18,0.25,KV2NT,25.54,25.85,23.65,0,25.01333333333333,-2.200000000000003,-0.8333333333333321
7140209,Sư phạm toán học,D01,2024,26.66,0.75,KV1,25.54,25.85,23.65,1,25.01333333333333,-2.200000000000003,1.6466666666666685
7140209,Sư phạm toán học,D01,2025,19.22,0.0,KV3,25.54,25.85,23.65,0,25.01333333333333,-2.200000000000003,-5.793333333333333
7140209,Sư phạm toán học,D01,2024,28.03,0.0,KV3,25.54,25.85,23.65,1,25.01333333333333,-2.200000000000003,3.0166666666666693
7140209,Sư phạm toán học,D01,2024,25.05,0.25,KV2NT,25.54,25.85,23.65,0,25.01333333333333,-2.200000000000003,0.0366666666666688
7140209,Sư phạm toán học,D01,2024,25.26,0.5,KV2,25.54,25.85,23.65,0,25.01333333333333,-2.200000000000003,0.2466666666666697
7140209,Sư phạm toán học,D01,2024,24.57,0.25,KV2NT,25.54,25.85,23.65,0,25.01333333333333,-2.200000000000003,-0.4433333333333316
7140209,Sư phạm toán học,D01,2025,21.74,0.0,KV3,25.54,25.85,23.65,0,25.01333333333333,-2.200000000000003,-3.273333333333333
7140209,Sư phạm toán học,D07,2025,27.8,0.75,KV1,25.72,26.26,25.69,1,25.89,-0.5700000000000003,1.91
7140209,Sư phạm toán học,D07,2023,26.34,0.0,KV3,25.72,26.26,25.69,1,25.89,-0.5700000000000003,0.4499999999999993
7140209,Sư phạm toán học,D07,2024,26.37,0.75,KV1,25.72,26.26,25.69,1,25.89,-0.5700000000000003,0.4800000000000004
7140209,Sư phạm toán học,D07,2023,24.69,0.0,KV3,25.72,26.26,25.69,0,25.89,-0.5700000000000003,-1.1999999999999993
7140209,Sư phạm toán học,D07,2024,26.13,0.25,KV2NT,25.72,26.26,25.69,0,25.89,-0.5700000000000003,0.2399999999999984
7140209,Sư phạm toán học,D07,2025,24.4,0.25,KV2NT,25.72,26.26,25.69,0,25.89,-0.5700000000000003,-1.490000000000002
7140209,Sư phạm toán học,D07,2024,25.53,0.0,KV3,25.72,26.26,25.69,0,25.89,-0.5700000000000003,-0.3599999999999994
7140209,Sư phạm toán học,D07,2024,26.79,0.75,KV1,25.72,26.26,25.69,1,25.89,-0.5700000000000003,0.8999999999999986
7140209,Sư phạm toán học,D07,2025,24.73,0.5,KV2,25.72,26.26,25.69,0,25.89,-0.5700000000000003,-1.16
7140209,Sư phạm toán học,D07,2024,27.17,0.0,KV3,25.72,26.26,25.69,1,25.89,-0.5700000000000003,1.2800000000000011
7140210,Sư phạm tin học,A00,2025,18.51,0.0,KV3,21.08,23.43,21.84,0,22.116666666666664,-1.59,-3.606666666666662
7140210,Sư phạm tin học,A00,2024,23.13,0.25,KV2NT,21.08,23.43,21.84,0,22.116666666666664,-1.59,1.0133333333333354
7140210,Sư phạm tin học,A00,2025,20.13,0.75,KV1,21.08,23.43,21.84,0,22.116666666666664,-1.59,-1.9866666666666648
7140210,Sư phạm tin học,A00,2024,21.3,0.75,KV1,21.08,23.43,21.84,0,22.116666666666664,-1.59,-0.8166666666666629
7140210,Sư phạm tin học,A00,2025,21.62,0.0,KV3,21.08,23.43,21.84,0,22.116666666666664,-1.59,-0.4966666666666626
7140210,Sư phạm tin học,A00,2024,25.27,0.0,KV3,21.08,23.43,21.84,1,22.116666666666664,-1.59,3.153333333333336
7140210,Sư phạm tin học,A00,2024,20.3,0.5,KV2,21.08,23.43,21.84,0,22.116666666666664,-1.59,-1.8166666666666629
7140210,Sư phạm tin học,A00,2023,20.46,0.5,KV2,21.08,23.43,21.84,0,22.116666666666664,-1.59,-1.6566666666666627
7140210,Sư phạm tin học,A00,2023,24.46,0.75,KV1,21.08,23.43,21.84,1,22.116666666666664,-1.59,2.3433333333333373
7140210,Sư phạm tin học,A00,2024,24.48,0.0,KV3,21.08,23.43,21.84,1,22.116666666666664,-1.59,2.363333333333337
7140210,Sư phạm tin học,A01,2025,20.71,0.5,KV2,21.6,23.32,21.25,0,22.05666666666667,-2.0700000000000003,-1.3466666666666676
7140210,Sư phạm tin học,A01,2024,23.32,0.75,KV1,21.6,23.32,21.25,1,22.05666666666667,-2.0700000000000003,1.263333333333332
7140210,Sư phạm tin học,A01,2025,22.68,0.25,KV2NT,21.6,23.32,21.25,1,22.05666666666667,-2.0700000000000003,0.6233333333333313
7140210,Sư phạm tin học,A01,2024,21.75,0.5,KV2,21.6,23.32,21.25,0,22.05666666666667,-2.0700000000000003,-0.3066666666666684
7140210,Sư phạm tin học,A01,2023,20.15,0.5,KV2,21.6,23.32,21.25,0,22.05666666666667,-2.0700000000000003,-1.9066666666666696
7140210,Sư phạm tin học,A01,2023,22.84,0.5,KV2,21.6,23.32,21.25,1,22.05666666666667,-2.0700000000000003,0.7833333333333314
7140210,Sư phạm tin học,A01,2023,20.16,0.25,KV2NT,21.6,23.32,21.25,0,22.05666666666667,-2.0700000000000003,-1.8966666666666685
7140210,Sư phạm tin học,A01,2025,20.41,0.25,KV2NT,21.6,23.32,21.25,0,22.05666666666667,-2.0700000000000003,-1.6466666666666685
7140210,Sư phạm tin học,A01,2024,22.26,0.0,KV3,21.6,23.32,21.25,0,22.05666666666667,-2.0700000000000003,0.2033333333333331
7140210,Sư phạm tin học,A01,2025,21.53,0.5,KV2,21.6,23.32,21.25,1,22.05666666666667,-2.0700000000000003,-0.5266666666666673
7140210,Sư phạm tin học,D01,2023,18.67,0.5,KV2,21.97,23.14,23.01,0,22.706666666666667,-0.129999999999999,-4.036666666666665
7140210,Sư phạm tin học,D01,2024,19.93,0.5,KV2,21.97,23.14,23.01,0,22.706666666666667,-0.129999999999999,-2.7766666666666677
7140210,Sư phạm tin học,D01,2025,22.44,0.5,KV2,21.97,23.14,23.01,0,22.706666666666667,-0.129999999999999,-0.2666666666666657
7140210,Sư phạm tin học,D01,2024,24.95,0.5,KV2,21.97,23.14,23.01,1,22.706666666666667,-0.129999999999999,2.2433333333333323
7140210,Sư phạm tin học,D01,2024,21.68,0.5,KV2,21.97,23.14,23.01,0,22.706666666666667,-0.129999999999999,-1.0266666666666673
7140210,Sư phạm tin học,D01,2024,21.02,0.0,KV3,21.97,23.14,23.01,0,22.706666666666667,-0.129999999999999,-1.6866666666666674
7140210,Sư phạm tin học,D01,2024,23.28,0.25,KV2NT,21.97,23.14,23.01,1,22.706666666666667,-0.129999999999999,0.5733333333333341
7140210,Sư phạm tin học,D01,2024,24.13,0.75,KV1,21.97,23.14,23.01,1,22.706666666666667,-0.129999999999999,1.423333333333332
7140210,Sư phạm tin học,D01,2023,20.18,0.25,KV2NT,21.97,23.14,23.01,0,22.706666666666667,-0.129999999999999,-2.5266666666666677
7140210,Sư phạm tin học,D01,2025,24.89,0.5,KV2,21.97,23.14,23.01,1,22.706666666666667,-0.129999999999999,2.1833333333333336
7140210,Sư phạm tin học,D07,2023,19.97,0.75,KV1,20.88,22.93,23.01,0,22.273333333333337,0.0800000000000018,-2.303333333333338
7140210,Sư phạm tin học,D07,2023,22.26,0.75,KV1,20.88,22.93,23.01,1,22.273333333333337,0.0800000000000018,-0.0133333333333354
7140210,Sư phạm tin học,D07,2025,25.07,0.75,KV1,20.88,22.93,23.01,1,22.273333333333337,0.0800000000000018,2.7966666666666637
7140210,Sư phạm tin học,D07,2025,24.19,0.25,KV2NT,20.88,22.93,23.01,1,22.273333333333337,0.0800000000000018,1.9166666666666643
7140210,Sư phạm tin học,D07,2025,23.11,0.0,KV3,20.88,22.93,23.01,1,22.273333333333337,0.0800000000000018,0.8366666666666625
7140210,Sư phạm tin học,D07,2023,19.82,0.25,KV2NT,20.88,22.93,23.01,0,22.273333333333337,0.0800000000000018,-2.4533333333333367
7140210,Sư phạm tin học,D07,2025,24.13,0.25,KV2NT,20.88,22.93,23.01,1,22.273333333333337,0.0800000000000018,1.856666666666662
7140210,Sư phạm tin học,D07,2025,21.6,0.75,KV1,20.88,22.93,23.01,0,22.273333333333337,0.0800000000000018,-0.6733333333333356
7140210,Sư phạm tin học,D07,2025,24.05,0.25,KV2NT,20.88,22.93,23.01,1,22.273333333333337,0.0800000000000018,1.7766666666666635
7140210,Sư phạm tin học,D07,2025,23.21,0.5,KV2,20.88,22.93,23.01,1,22.273333333333337,0.0800000000000018,0.936666666666664
7140211,Sư phạm vật lý,A00,2024,25.42,0.75,KV1,23.61,25.58,25.88,0,25.02333333333333,0.3000000000000007,0.3966666666666718
7140211,Sư phạm vật lý,A00,2024,28.0,0.5,KV2,23.61,25.58,25.88,1,25.02333333333333,0.3000000000000007,2.97666666666667
7140211,Sư phạm vật lý,A00,2023,27.84,0.5,KV2,23.61,25.58,25.88,1,25.02333333333333,0.3000000000000007,2.81666666666667
7140211,Sư phạm vật lý,A00,2025,25.78,0.0,KV3,23.61,25.58,25.88,0,25.02333333333333,0.3000000000000007,0.7566666666666713
7140211,Sư phạm vật lý,A00,2025,26.72,0.0,KV3,23.61,25.58,25.88,1,25.02333333333333,0.3000000000000007,1.696666666666669
7140211,Sư phạm vật lý,A00,2025,28.11,0.5,KV2,23.61,25.58,25.88,1,25.02333333333333,0.3000000000000007,3.0866666666666696
7140211,Sư phạm vật lý,A00,2024,22.44,0.0,KV3,23.61,25.58,25.88,0,25.02333333333333,0.3000000000000007,-2.5833333333333286
7140211,Sư phạm vật lý,A00,2025,30.0,0.5,KV2,23.61,25.58,25.88,1,25.02333333333333,0.3000000000000007,4.97666666666667
7140211,Sư phạm vật lý,A00,2025,27.73,0.25,KV2NT,23.61,25.58,25.88,1,25.02333333333333,0.3000000000000007,2.7066666666666706
7140211,Sư phạm vật lý,A00,2023,25.05,0.75,KV1,23.61,25.58,25.88,1,25.02333333333333,0.3000000000000007,0.0266666666666708
7140211,Sư phạm vật lý,A01,2024,23.63,0.5,KV2,24.72,25.66,25.8,0,25.39333333333333,0.1400000000000005,-1.763333333333332
7140211,Sư phạm vật lý,A01,2025,22.84,0.25,KV2NT,24.72,25.66,25.8,0,25.39333333333333,0.1400000000000005,-2.553333333333331
7140211,Sư phạm vật lý,A01,2023,22.79,0.75,KV1,24.72,25.66,25.8,0,25.39333333333333,0.1400000000000005,-2.603333333333332
7140211,Sư phạm vật lý,A01,2025,22.14,0.0,KV3,24.72,25.66,25.8,0,25.39333333333333,0.1400000000000005,-3.2533333333333303
7140211,Sư phạm vật lý,A01,2025,28.56,0.0,KV3,24.72,25.66,25.8,1,25.39333333333333,0.1400000000000005,3.166666666666668
7140211,Sư phạm vật lý,A01,2025,26.86,0.75,KV1,24.72,25.66,25.8,1,25.39333333333333,0.1400000000000005,1.4666666666666686
7140211,Sư phạm vật lý,A01,2025,27.8,0.75,KV1,24.72,25.66,25.8,1,25.39333333333333,0.1400000000000005,2.40666666666667
7140211,Sư phạm vật lý,A01,2024,24.5,0.25,KV2NT,24.72,25.66,25.8,0,25.39333333333333,0.1400000000000005,-0.8933333333333309
7140211,Sư phạm vật lý,A01,2023,27.07,0.25,KV2NT,24.72,25.66,25.8,1,25.39333333333333,0.1400000000000005,1.6766666666666694
7140211,Sư phạm vật lý,A01,2025,22.98,0.5,KV2,24.72,25.66,25.8,0,25.39333333333333,0.1400000000000005,-2.4133333333333304
7140211,Sư phạm vật lý,B00,2025,25.46,0.5,KV2,24.4,25.9,25.32,1,25.206666666666667,-0.5799999999999983,0.2533333333333338
7140211,Sư phạm vật lý,B00,2023,24.96,0.5,KV2,24.4,25.9,25.32,1,25.206666666666667,-0.5799999999999983,-0.2466666666666661
7140211,Sư phạm vật lý,B00,2024,28.45,0.0,KV3,24.4,25.9,25.32,1,25.206666666666667,-0.5799999999999983,3.2433333333333323
7140211,Sư phạm vật lý,B00,2025,26.69,0.75,KV1,24.4,25.9,25.32,1,25.206666666666667,-0.5799999999999983,1.4833333333333345
7140211,Sư phạm vật lý,B00,2024,25.31,0.5,KV2,24.4,25.9,25.32,0,25.206666666666667,-0.5799999999999983,0.1033333333333317
7140211,Sư phạm vật lý,B00,2023,23.32,0.25,KV2NT,24.4,25.9,25.32,0,25.206666666666667,-0.5799999999999983,-1.8866666666666667
7140211,Sư phạm vật lý,B00,2025,26.1,0.75,KV1,24.4,25.9,25.32,1,25.206666666666667,-0.5799999999999983,0.8933333333333344
